link,address,price,price_num,beds,bath,cars,suburb
https://www.realestate.com.au/property-apartment-nsw-strathfield-425193522,"36/5-7 Beresford Rd, Strathfield, NSW 2135",$590 / Wk,590.0,2,2,1,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-421733866,"18/9-13 BERESFORD RD, Strathfield, NSW 2135",$580.00 weekly,290.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-424380158,"34 Willee Street, Strathfield, NSW 2135",$590 per week,590.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-423013518,"71/1 Clarence Street, Strathfield, NSW 2135",$600 per week,600.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425666330,"9/1-4 The Crescent, Strathfield, NSW 2135",$600,600.0,2,2,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425648942,"203/39 Cooper Street, Strathfield, NSW 2135",$620,620.0,2,2,1,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-425520782,"19/5-7 Beresford Road, Strathfield, NSW 2135",$600 / Wk,600.0,2,2,2,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-425358458,"168/1-3 Beresford Road, Strathfield, NSW 2135",$650,650.0,2,2,2,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-425211642,"804/3-7 Albert Road, Strathfield, NSW 2135",$600 / Wk,600.0,2,2,1,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-413577687,"405/9 Hilts Road, Strathfield, NSW 2135",$650 Weekly,650.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425092170,"./8-14 Lyons Street, Strathfield, NSW 2135",From $680,680.0,2,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-424967642,"4 Marion St, Strathfield, NSW 2135",$600 / Wk,600.0,4,1,2,strathfield
https://www.realestate.com.au/property-townhouse-nsw-strathfield-425523830,"1/523 Liverpool Road, Strathfield, NSW 2135",$610 per week,610.0,3,2,2,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-425259566,"100/1-3 Beresford Road, Strathfield, NSW 2135",$610 / Wk,610.0,2,2,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425691082,"6/30B Cooper Street, Strathfield, NSW 2135",$620 per week,620.0,3,1,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425642554,"304/38 Manson, Strathfield, NSW 2135",$620 per week,620.0,2,2,1,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-425489218,"16/49 Albert Road, Strathfield, NSW 2135",$675,675.0,2,1,1,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-417591226,"25/42 Swan Avenue, Strathfield, NSW 2135",$620/w - 2 parking,2.0,2,2,2,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-422517090,"5/2-4 Duke Street, Strathfield, NSW 2135",$650 Weekly,650.0,2,1,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425345322,"5/530 Liverpool Road, Strathfield, NSW 2135",$630 per week,630.0,3,2,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-412320295,"201/9 Hilts Road, Strathfield, NSW 2135",$620,620.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425669002,"38/5-7 Beresford Road, Strathfield, NSW 2135",$630 per week,630.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425130302,"1/523 Liverpool Road, Strathfield, NSW 2135",$630 per week,630.0,3,2,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-421438546,"3/97-99 Arthur Street, Strathfield, NSW 2135",$640 per week,640.0,3,2,2,strathfield
